,Unnamed: 0,ticker,one_yr_return,expense_ratio,aum,dividend_yield,fundname,esg_rating,quality_score,score_peer_rank,score_global_rank,carbon_intensity,sustainable_impact_exposure,sri_screening_criteria_exposure,analyst_pick,grade,efficiency,tradability,fit,segment,one_mo_p_percent,three_mo_p_percent,ytd_p_percent,one_yr_p_percent,three_yr_p_percent,five_yr_p_percent,ten_yr_p_percent,one_mo,three_mo,ytd,one_yr,three_yr,as_of_date,investment_strategy,asset_class,asset_region,subsegment
1434,1434,EMNT,3.85,0.25,150750000.0,,PIMCO Enhanced Short Maturity Active ESG ETF,AA,7.27,81.01,92.72,37.34,,1.34,True,B,89.0,69.0,,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Short-Term",0.53,1.17,3.09,3.85,1.07,,,-4900000.0,9760000.0,-4870000.0,-29310000.0,32930000.0,2023-07-25,standard,fixed_income,us,broad_based
1435,1435,PRN,27.85,0.6,149970000.0,0.74,Invesco DWA Industrials Momentum ETF,A,6.69,58.93,60.87,95.83,,1.82,True,B,86.0,62.0,,Equity: U.S. Industrials,7.14,16.36,25.63,27.85,15.47,12.21,10.69,1750000.0,900000.0,20590000.0,1160000.0,45420000.0,2023-07-25,standard,equity,us,not_specified
1436,1436,FCAL,2.74,0.5,149840000.0,,First Trust California Municipal High Income ETF,,,,,,,,True,C,83.0,66.0,,"Fixed Income: California Government, Local Authority/Municipal Investment Grade",0.57,0.8,3.36,2.74,-0.12,2.05,,9800000.0,29260000.0,44050000.0,30360000.0,75860000.0,2023-07-25,standard,fixed_income,us,not_specified
1437,1437,QLC,16.4,0.25,149500000.0,1.75,FlexShares US Quality Large Cap Index Fund,A,6.65,57.3,39.7,146.83,,8.53,True,B,94.0,67.0,90.0,Equity: U.S.  -  Large Cap,5.23,12.69,19.17,16.4,13.92,9.4,,3600000.0,9880000.0,7550000.0,-14050000.0,50390000.0,2023-07-25,standard,equity,us,large_cap
1438,1438,FCTR,-1.45,0.65,149260000.0,1.88,First Trust Lunt U.S. Factor Rotation ETF,A,6.28,45.64,10.26,97.46,,4.92,True,B,85.0,85.0,58.0,Equity: U.S.  -  Large Cap,8.53,6.74,-1.61,-1.45,4.64,,,-6580000.0,-63050000.0,-108210000.0,-188030000.0,138370000.0,2023-07-25,standard,equity,us,large_cap
1439,1439,KOLD,308.86,0.95,149050000.0,,ProShares UltraShort Bloomberg Natural Gas,,,,,,,,True,,,,,Inverse Commodities: Energy Natural Gas,1.1,-20.03,99.24,308.86,-63.94,-42.17,-20.54,9340000.0,47370000.0,-112440000.0,-471250000.0,866450000.0,2023-07-25,inverse,commodities,global,not_specified
1440,1440,OGIG,17.96,0.48,148320000.0,0.16,ALPS O’Shares Global Internet Giants ETF,A,,,,,,,True,,,90.0,,Equity: Global Internet,6.57,25.42,37.28,17.96,-5.12,5.49,,-2350000.0,-9240000.0,-33460000.0,-81430000.0,-111440000.0,2023-07-25,standard,equity,global,not_specified
1441,1441,LDSF,1.34,0.79,148150000.0,,First Trust Low Duration Strategic Focus ETF,,,,,,,,True,,76.0,,,"Fixed Income: U.S. - Broad Market, Broad-based Short-Term",0.16,-0.09,2.43,1.34,-0.63,,,-14840000.0,-25070000.0,-58460000.0,-71560000.0,43260000.0,2023-07-25,standard,fixed_income,us,broad_based
1442,1442,MFDX,17.0,0.39,147680000.0,3.59,PIMCO RAFI Dynamic Multi-Factor International Equity ETF,AA,7.3,82.26,31.05,180.78,,10.31,True,F,61.0,55.0,48.0,Equity: Developed Markets Ex-U.S.  -  Total Market,5.04,3.98,13.56,17.0,9.62,4.77,,,,27450000.0,37110000.0,107560000.0,2023-07-25,standard,equity,dev_markets,total_market
1443,1443,GVLU,13.02,0.5,147540000.0,2.26,Gotham 1000 Value ETF,,,,,,,,True,,86.0,,62.0,Equity: U.S.  -  Total Market Value,9.2,12.11,10.59,13.02,,,,-20000.0,-7870000.0,91860000.0,115310000.0,135660000.0,2023-07-25,standard,equity,us,total_market
1444,1444,XCOR,,1.39,146930000.0,,FundX ETF,,,,,,,,True,,63.0,,,Equity: Global  -  Total Market,3.89,9.65,7.18,,,,,-1030000.0,-2470000.0,-250000.0,-9000000.0,-9000000.0,2023-07-25,standard,equity,global,total_market
1445,1445,ESGA,18.44,0.39,146620000.0,,American Century Sustainable Equity ETF,AA,7.33,83.16,95.14,111.76,,6.24,True,,84.0,,,Equity: U.S.  -  Large Cap,5.65,13.22,19.15,18.44,13.41,,,2810000.0,13910000.0,16900000.0,22060000.0,43650000.0,2023-07-25,standard,equity,us,large_cap
1446,1446,SQEW,5.83,0.75,146330000.0,1.31,LeaderShares Equity Skew ETF,BBB,5.66,32.96,2.87,245.38,,4.79,True,C,78.0,63.0,48.0,Equity: Global  -  Total Market,6.02,10.27,12.04,5.83,9.06,,,1950000.0,2730000.0,-10820000.0,1670000.0,61850000.0,2023-07-25,standard,equity,global,total_market
1447,1447,DOCT,15.03,0.85,146320000.0,,FT Cboe Vest U.S. Equity Deep Buffer ETF - October,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,2.29,7.48,12.7,15.03,,,,-7020000.0,-27990000.0,-71640000.0,-17460000.0,124030000.0,2023-07-25,standard,equity,us,large_cap
1448,1448,ENZL,8.44,0.5,146170000.0,3.56,iShares MSCI New Zealand ETF,AA,7.51,88.14,93.02,160.57,,0.04,True,C,87.0,34.0,97.0,Equity: New Zealand  -  Total Market,2.83,1.17,2.64,8.44,-3.46,2.8,6.76,12250000.0,29280000.0,29790000.0,30700000.0,29000000.0,2023-07-25,standard,equity,asia_pacific_wo_brics,total_market
1449,1449,MSTB,9.82,1.26,146040000.0,,LHA Market State Tactical Beta ETF,A,6.36,47.86,13.69,122.25,,6.41,True,,66.0,,,Equity: U.S.  -  Large Cap,4.71,9.47,13.78,9.82,,,,-1350000.0,-9080000.0,-48320000.0,-78650000.0,142230000.0,2023-07-25,standard,equity,us,large_cap
1450,1450,BSMN,1.21,0.18,145850000.0,,Invesco BulletShares 2023 Municipal Bond ETF,,,,,,,,True,,,64.0,,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Ultra-Short-Term",0.14,0.7,1.16,1.21,0.35,,,,-17540000.0,40000.0,62450000.0,130670000.0,2023-07-25,standard,fixed_income,us,government
1451,1451,USNZ,17.72,0.1,145800000.0,1.5,Xtrackers Net Zero Pathway Paris Aligned US Equity ETF,,,,,,,,True,,,50.0,,Equity: U.S. Low Carbon,5.08,12.77,21.6,17.72,,,,,32430000.0,49120000.0,51290000.0,121900000.0,2023-07-25,standard,equity,us,not_specified
1452,1452,HYZD,8.66,0.43,145120000.0,,WisdomTree Interest Rate Hedged High Yield Bond Fund,BBB,5.44,29.73,75.06,230.83,,4.05,True,,,66.0,,"Fixed Income: U.S. - Corporate, Broad-based High Yield",3.08,4.92,5.96,8.66,5.48,2.68,,,-10350000.0,-49740000.0,-53760000.0,19210000.0,2023-07-25,standard,fixed_income,us,corporate
1453,1453,SIXL,0.79,0.8,145100000.0,2.61,ETC 6 Meridian Low Beta Equity Strategy ETF,A,5.87,36.8,54.12,377.32,,11.21,True,C,78.0,48.0,35.0,Equity: U.S.  -  Total Market,5.67,2.08,0.62,0.79,7.8,,,-5590000.0,-7150000.0,-4630000.0,2450000.0,42670000.0,2023-07-25,standard,equity,us,total_market
1454,1454,JXI,5.57,0.4,144710000.0,3.6,iShares Global Utilities ETF,AA,7.45,86.66,78.08,,,58.91,True,,,59.0,,Equity: Global Utilities,4.28,-0.16,4.03,5.57,5.97,7.75,7.07,2850000.0,5940000.0,-5960000.0,-39220000.0,-1660000.0,2023-07-25,standard,equity,global,not_specified
1455,1455,TOLZ,0.13,0.46,144710000.0,4.21,ProShares DJ Brookfield Global Infrastructure ETF,AA,7.22,79.67,44.84,404.09,,7.64,True,C,76.0,67.0,,Equity: Global Infrastructure,4.43,-0.36,4.39,0.13,7.79,4.7,,-7690000.0,-5880000.0,-50140000.0,2030000.0,-39370000.0,2023-07-25,standard,equity,global,not_specified
1456,1456,HTAB,2.21,0.39,144700000.0,,Hartford Schroders Tax-Aware Bond ETF,,,,,,,,True,B,83.0,88.0,,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",0.2,0.02,3.93,2.21,-1.49,1.84,,17420000.0,41680000.0,71020000.0,64290000.0,78630000.0,2023-07-25,standard,fixed_income,us,broad_based
1457,1457,WTMF,6.19,0.65,144670000.0,,WisdomTree Managed Futures Strategy Fund,A,5.72,34.34,46.34,,,,True,C,77.0,71.0,73.0,Alternatives: Hedge Fund Strategies,2.29,3.65,11.62,6.19,6.29,2.32,0.62,-10600000.0,5050000.0,-4690000.0,-1940000.0,44020000.0,2023-07-25,standard,alternatives,global,not_specified
1458,1458,QDPL,16.42,0.79,144130000.0,,Pacer Metaurus US Large Cap Dividend Multiplier 400 ETF,A,6.58,54.41,25.39,122.46,,8.33,True,,,,,Asset Allocation: U.S. Target Outcome,4.49,10.82,17.99,16.42,,,,10570000.0,29200000.0,43590000.0,69340000.0,142610000.0,2023-07-25,standard,asset_allocation,us,not_specified
1459,1459,JSTC,12.06,0.89,143940000.0,1.87,Adasina Social Justice All Cap Global ETF,A,6.79,63.03,26.57,37.47,,2.38,True,D,76.0,42.0,79.0,Equity: Global  -  Total Market,5.54,7.22,11.21,12.06,,,,,7930000.0,20420000.0,36510000.0,140640000.0,2023-07-25,standard,equity,global,total_market
1460,1460,IDNA,-26.19,0.47,143720000.0,0.54,iShares Genomics Immunology and Healthcare ETF,BBB,5.17,26.32,23.71,28.82,,,True,B,88.0,68.0,,Equity: Global Genomic Advancements,0.21,0.33,-6.25,-26.19,-14.39,,,-110000.0,-1340000.0,-1140000.0,-3850000.0,145360000.0,2023-07-25,standard,equity,global,not_specified
1461,1461,MVV,17.55,0.95,143350000.0,,ProShares Ultra MidCap400,A,5.89,37.23,32.89,153.55,,3.41,True,,,,,Leveraged Equity: U.S.  -  Mid Cap,16.03,20.73,20.17,17.55,23.22,5.93,12.73,,70000.0,-4840000.0,6950000.0,-72650000.0,2023-07-25,leveraged,equity,us,mid_cap
1462,1462,EIPX,,0.95,143190000.0,4.88,FT Energy Income Partners Strategy ETF,,,,,,,,True,,75.0,,,Equity: Global Energy,8.3,5.23,8.0,,,,,-40000.0,16760000.0,47810000.0,143020000.0,143020000.0,2023-07-25,standard,equity,global,not_specified
1463,1463,COMB,-4.84,0.25,143000000.0,,GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF,,,,,,,,True,B,88.0,77.0,,Commodities: Broad Market,6.25,4.39,-1.69,-4.84,17.96,6.21,,-3120000.0,-12100000.0,-37100000.0,-92470000.0,107390000.0,2023-07-25,standard,commodities,global,not_specified
1464,1464,TSME,,0.65,142910000.0,,Thrivent Small-Mid Cap ESG ETF,,,,,,,,True,,80.0,,,Equity: Global  - Extended Market,8.7,12.33,14.0,,,,,,2430000.0,55760000.0,122740000.0,122740000.0,2023-07-25,standard,equity,global,extended_market
1465,1465,WTV,17.76,0.12,142730000.0,1.92,WisdomTree U.S. Value Fund,A,6.32,46.64,11.33,159.63,,3.44,True,B,96.0,67.0,70.0,Equity: U.S.  -  Total Market Value,7.79,13.38,14.49,17.76,18.78,11.03,11.25,-6300000.0,-13310000.0,9600000.0,14810000.0,41320000.0,2023-07-25,standard,equity,us,total_market
1466,1466,FTXO,-13.97,0.6,142730000.0,4.1,First Trust Nasdaq Bank ETF,A,5.72,34.38,28.48,6.96,,,True,B,86.0,87.0,,Equity: U.S. Banks,13.46,13.2,-9.52,-13.97,11.85,-1.55,,-4430000.0,-19530000.0,-30490000.0,-62320000.0,104070000.0,2023-07-25,standard,equity,us,not_specified
1467,1467,IQSM,,0.15,141690000.0,1.75,IQ Candriam ESG U.S. Mid Cap Equity ETF,,,,,,,,True,,,,,Equity: U.S.  -  Mid Cap,7.38,11.71,11.78,,,,,51860000.0,130290000.0,130290000.0,130310000.0,130310000.0,2023-07-25,standard,equity,us,mid_cap
1468,1468,GVIP,17.92,0.45,140860000.0,0.61,Goldman Sachs Hedge Industry VIP ETF,A,6.07,40.74,6.04,52.75,,6.05,True,,,64.0,70.0,Equity: U.S.  -  Total Market,5.97,17.42,27.01,17.92,8.57,9.21,,360000.0,2600000.0,-21010000.0,-14850000.0,21370000.0,2023-07-25,standard,equity,us,total_market
1469,1469,FAZ,-32.42,1.09,140450000.0,,Direxion Daily Financial Bear 3X Shares,BBB,5.44,29.77,33.87,1.6,,,True,,,,,Inverse Equity: U.S. Financials,-20.0,-21.82,-12.76,-32.42,-49.08,-46.39,-42.68,10150000.0,-3360000.0,-22720000.0,14550000.0,136350000.0,2023-07-25,inverse,equity,us,not_specified
1470,1470,SOCL,15.98,0.65,140260000.0,0.28,Global X Social Media ETF,BBB,4.75,20.45,17.58,9.99,,,True,D,74.0,57.0,,Equity: Global Digital Economy,4.58,14.12,23.84,15.98,-5.09,0.79,8.98,-14740000.0,-12390000.0,-10900000.0,-53220000.0,64240000.0,2023-07-25,standard,equity,global,not_specified
1471,1471,BFOR,13.08,0.65,140250000.0,1.9,ALPS Barron's 400 ETF,A,5.93,38.1,62.08,173.5,,1.21,True,C,84.0,59.0,66.0,Equity: U.S.  -  Total Market,8.65,13.92,12.31,13.08,15.0,7.38,9.48,,,-1470000.0,-4150000.0,-14840000.0,2023-07-25,standard,equity,us,total_market
1472,1472,CLSM,-0.93,0.69,139880000.0,,Cabana Target Leading Sector Moderate ETF,A,6.13,42.39,8.14,33.33,,1.05,True,,77.0,,,Asset Allocation: Global - Target Risk,4.62,1.88,2.21,-0.93,,,,-11620000.0,-35610000.0,105200000.0,83170000.0,127030000.0,2023-07-25,standard,asset_allocation,global,other
1473,1473,DEUS,13.08,0.17,139820000.0,2.02,Xtrackers Russell US Multifactor ETF,A,6.63,56.18,35.03,212.64,,7.68,True,B,97.0,70.0,62.0,Equity: U.S.  -  Large Cap,6.28,8.36,10.06,13.08,13.09,8.77,,-13320000.0,-11200000.0,-8970000.0,-18150000.0,-57430000.0,2023-07-25,standard,equity,us,large_cap
1474,1474,BMAY,10.03,0.79,139610000.0,,Innovator U.S. Equity Buffer ETF - May,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,3.48,7.94,11.45,10.03,5.6,,,-790000.0,10480000.0,-45270000.0,-57590000.0,108230000.0,2023-07-25,standard,equity,us,large_cap
1475,1475,CPER,19.09,0.85,139420000.0,,United States Copper Index Fund,,,,,,,,True,C,75.0,91.0,,Commodities: Industrial Metals Copper,3.1,2.58,5.11,19.09,10.38,6.1,1.06,5940000.0,-8400000.0,-36630000.0,-30330000.0,124180000.0,2023-07-25,standard,commodities,global,not_specified
1476,1476,DIM,12.63,0.58,139400000.0,4.68,WisdomTree International MidCap Dividend Fund,AA,7.28,81.4,44.56,222.2,,3.9,True,,,56.0,79.0,Equity: Developed Markets Ex-U.S.  -  Mid Cap,5.9,3.54,11.35,12.63,6.77,1.42,4.45,5710000.0,8690000.0,8690000.0,8930000.0,-37890000.0,2023-07-25,standard,equity,dev_markets,mid_cap
1477,1477,GVAL,25.56,0.71,139380000.0,7.02,Cambria Global Value ETF,A,6.88,66.53,90.52,457.63,,10.75,True,D,81.0,30.0,30.0,Equity: Global  - Total Market Value,6.42,5.87,9.39,25.56,9.34,1.03,,,,12950000.0,34800000.0,19980000.0,2023-07-25,standard,equity,global,total_market
1478,1478,MINV,-3.31,0.79,138830000.0,0.84,Matthews Asia Innovators Active ETF,,,,,,,,True,,76.0,,,Equity: Asia-Pacific - Total Market,4.75,7.44,1.29,-3.31,,,,,1160000.0,36440000.0,139520000.0,139520000.0,2023-07-25,standard,equity,asia_pacific_wo_brics,total_market
1479,1479,HYGH,10.21,0.52,138520000.0,,iShares Interest Rate Hedged High Yield Bond ETF,BBB,5.26,27.5,55.33,280.68,,6.61,True,,,,,"Fixed Income: U.S. - Corporate, Broad-based High Yield",2.54,4.41,6.56,10.21,5.72,3.59,,8240000.0,8240000.0,12850000.0,17340000.0,73610000.0,2023-07-25,standard,fixed_income,us,corporate
1480,1480,PIZ,14.35,0.8,138420000.0,2.0,Invesco DWA Developed Markets Momentum ETF,A,7.09,74.76,17.47,106.62,,8.77,True,F,50.0,48.0,66.0,Equity: Developed Markets Ex-U.S.  -  Total Market,6.95,5.84,17.23,14.35,4.35,3.53,5.06,3090000.0,-4360000.0,-4280000.0,-5260000.0,-5770000.0,2023-07-25,standard,equity,dev_markets,total_market
1481,1481,SOXQ,34.82,0.19,138340000.0,1.25,Invesco PHLX Semiconductor ETF,AA,7.67,91.56,94.87,56.78,,,True,A,96.0,97.0,,Equity: U.S. Semiconductors,7.02,29.65,49.4,34.82,,,,4730000.0,11710000.0,20240000.0,46630000.0,64340000.0,2023-07-25,standard,equity,us,not_specified
1482,1482,IYLD,3.78,0.59,138250000.0,,iShares Morningstar Multi-Asset Income ETF,A,5.83,36.02,22.37,257.1,,5.14,True,,74.0,,,Asset Allocation: Global - Target Outcome,3.01,3.88,6.0,3.78,-0.63,0.11,2.58,2930000.0,-1840000.0,-17420000.0,-27410000.0,-114700000.0,2023-07-25,standard,asset_allocation,global,other
1483,1483,PTIN,14.83,0.67,137450000.0,2.89,Pacer Trendpilot International ETF,AA,7.62,90.54,61.42,122.05,,11.75,True,,,51.0,39.0,Equity: Developed Markets Ex-U.S.  -  Large Cap,4.2,4.22,15.12,14.83,7.52,,,,8090000.0,12130000.0,-2660000.0,-25080000.0,2023-07-25,standard,equity,dev_markets,large_cap
1484,1484,GHYG,6.12,0.4,136530000.0,,iShares U.S. & Intl High Yield Corp Bond ETF,BBB,5.47,30.02,48.53,243.49,,6.87,True,C,81.0,55.0,,"Fixed Income: Developed Markets - Corporate, Broad-based High Yield",2.33,2.09,6.28,6.12,0.64,2.0,2.77,,-16850000.0,38620000.0,34700000.0,-5570000.0,2023-07-25,standard,fixed_income,dev_markets,corporate
1485,1485,GOVZ,-16.93,0.1,136150000.0,,iShares 25+ Year Treasury STRIPS Bond ETF,A,5.72,34.34,79.05,,,,True,,,83.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Long-Term",-2.35,-5.81,3.85,-16.93,,,,7680000.0,17050000.0,-177160000.0,-70560000.0,264030000.0,2023-07-25,standard,fixed_income,us,government
1486,1486,IFGL,-7.6,0.48,136130000.0,4.82,iShares International Developed Real Estate ETF,A,6.65,57.01,90.44,67.89,,1.86,True,C,86.0,40.0,,Equity: Developed Markets Ex-U.S. Real Estate,7.59,0.59,0.21,-7.6,-1.31,-3.16,0.5,-1980000.0,-8270000.0,-8270000.0,-42310000.0,-97180000.0,2023-07-25,standard,equity,dev_markets,other
1487,1487,FNGS,48.74,0.58,134990000.0,,MicroSectors FANG+ ETN,,,,,,,,True,,86.0,,,Equity: U.S. Big Tech,2.59,36.86,76.51,48.74,19.54,,,,52720000.0,52720000.0,52720000.0,52720000.0,2023-07-25,standard,equity,us,not_specified
1488,1488,UAPR,5.44,0.79,134940000.0,,Innovator U.S. Equity Ultra Buffer ETF - April,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,2.29,5.69,6.17,5.44,2.75,,,-28080000.0,-21750000.0,-10640000.0,12930000.0,78420000.0,2023-07-25,standard,equity,us,large_cap
1489,1489,DBAW,13.46,0.41,134420000.0,2.93,Xtrackers MSCI All World ex U.S. Hedged Equity ETF,A,7.06,73.66,15.75,177.49,,9.19,True,C,82.0,54.0,61.0,Equity: Global Ex-U.S.  -  Total Market,3.6,5.01,12.9,13.46,9.47,6.12,,,,,,23410000.0,2023-07-25,standard,equity,global,total_market
1490,1490,HAP,16.21,0.5,134310000.0,3.83,VanEck Natural Resources ETF,A,6.71,59.86,54.79,412.67,,13.78,True,D,59.0,66.0,,Equity: Global Natural Resources,8.84,4.7,3.91,16.21,19.85,9.54,6.28,-14560000.0,-3020000.0,-13100000.0,-10040000.0,65820000.0,2023-07-25,standard,equity,global,not_specified
1491,1491,PSCI,23.74,0.29,134140000.0,0.95,Invesco S&P SmallCap Industrials ETF,A,6.16,43.24,43.48,86.94,,9.85,True,B,94.0,58.0,,Equity: U.S. Industrials,6.27,17.0,19.75,23.74,20.9,9.55,11.33,2040000.0,45340000.0,45640000.0,47470000.0,62660000.0,2023-07-25,standard,equity,us,not_specified
1492,1492,NRGD,-65.53,0.95,133950000.0,,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETN,,,,,,,,True,,,,,"Inverse Equity: U.S. Oil, Gas & Consumable Fuels",-31.25,-15.45,-18.63,-65.53,-85.23,,,,,,1315100000.0,1497240000.0,2023-07-25,inverse,equity,us,not_specified
1493,1493,HEEM,6.28,0.69,133350000.0,,iShares Currency Hedged MSCI Emerging Markets ETF,BBB,5.54,31.05,28.09,321.57,,3.3,True,,,,,Equity: Emerging Markets  -  Total Market,4.34,7.55,9.8,6.28,1.54,2.22,,1460000.0,-12660000.0,-13470000.0,-14950000.0,-27430000.0,2023-07-25,standard,equity,emerg_markets,total_market
1494,1494,QDEC,13.79,0.9,133300000.0,,FT Cboe Vest Nasdaq-100 Buffer ETF - December,,,,,,,,True,,73.0,,,Equity: U.S.  -  Large Cap,2.03,10.25,23.39,13.79,,,,11230000.0,10060000.0,-10850000.0,28640000.0,113180000.0,2023-07-25,standard,equity,us,large_cap
1495,1495,UJAN,12.42,0.79,133050000.0,,Innovator U.S. Equity Ultra Buffer ETF  - January,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,2.06,6.16,11.18,12.42,5.62,,,-11420000.0,-25630000.0,-118580000.0,-212600000.0,-30540000.0,2023-07-25,standard,equity,us,large_cap
1496,1496,HKND,11.41,0.11,132990000.0,1.76,Humankind U.S. Stock ETF,A,6.76,61.91,62.27,52.9,,3.25,True,,,54.0,71.0,Equity: U.S.  -  Total Market,4.65,7.38,10.1,11.41,,,,-1410000.0,-1410000.0,-2830000.0,4750000.0,118320000.0,2023-07-25,standard,equity,us,total_market
1497,1497,BAUG,11.58,0.79,132240000.0,,Innovator U.S. Equity Buffer ETF - August,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,4.87,10.06,15.05,11.58,8.7,,,-36210000.0,-4610000.0,14250000.0,22640000.0,80720000.0,2023-07-25,standard,equity,us,large_cap
1498,1498,KLDW,12.65,0.75,132040000.0,1.87,Knowledge Leaders Developed World ETF,A,7.04,72.9,47.53,139.67,,6.02,True,C,80.0,56.0,49.0,Equity: Developed Markets - Total Market,3.54,4.5,14.48,12.65,6.13,4.53,,10000.0,10000.0,-7860000.0,-20510000.0,-32570000.0,2023-07-25,standard,equity,dev_markets,total_market
1499,1499,PPIE,,0.49,131790000.0,3.11,Putnam PanAgora ESG International Equity ETF,,,,,,,,True,,87.0,,,Equity: Developed Markets Ex-U.S.  -  Total Market,3.48,3.49,,,,,,,,124060000.0,124060000.0,124060000.0,2023-07-25,standard,equity,dev_markets,total_market
1500,1500,OCIO,9.03,0.62,131690000.0,,ClearShares OCIO ETF,A,6.6,55.39,75.97,128.34,,5.76,True,,,,,Asset Allocation: Global - Target Outcome,3.45,6.23,9.33,9.03,6.3,5.6,,,-1450000.0,-0.0,60000.0,12670000.0,2023-07-25,standard,asset_allocation,global,other
1501,1501,HEGD,9.92,0.83,130680000.0,,Swan Hedged Equity U.S. Large Cap ETF,A,6.68,58.47,78.44,122.2,,8.77,True,,77.0,,,Equity: U.S.  -  Large Cap,3.15,7.21,9.64,9.92,,,,750000.0,3000000.0,-9000000.0,-37280000.0,127620000.0,2023-07-25,standard,equity,us,large_cap
1502,1502,DFSB,,0.24,130570000.0,,Dimensional Global Sustainability Fixed Income ETF,,,,,,,,True,,86.0,,,"Fixed Income: Developed Markets - Broad Market, Broad-based Investment Grade",0.19,-0.58,3.59,,,,,7650000.0,12790000.0,53460000.0,116630000.0,116630000.0,2023-07-25,standard,fixed_income,dev_markets,broad_based
1503,1503,FSZ,20.94,0.8,130470000.0,2.83,First Trust Switzerland AlphaDEX Fund,AA,7.36,84.07,12.63,162.89,,8.8,True,F,66.0,37.0,65.0,Equity: Switzerland  -  Total Market,7.08,1.95,17.33,20.94,10.31,6.48,7.94,,15570000.0,18550000.0,73020000.0,36420000.0,2023-07-25,standard,equity,europe,total_market
1504,1504,BRZU,61.18,1.24,130240000.0,,Direxion Daily MSCI Brazil Bull 2X Shares,BBB,5.07,25.17,6.58,241.1,,2.15,True,,,,,Leveraged Equity: Brazil  -  Total Market,5.99,53.07,42.57,61.18,5.62,-34.72,-34.15,-4550000.0,-36440000.0,-41520000.0,-41030000.0,-138260000.0,2023-07-25,leveraged,equity,brics,total_market
1505,1505,PIN,12.56,0.78,130150000.0,1.45,Invesco India ETF,BBB,5.26,27.48,33.45,577.36,,5.31,True,F,48.0,63.0,85.0,Equity: India - Large Cap,5.13,12.34,10.29,12.56,15.25,7.8,8.5,8560000.0,29340000.0,29340000.0,44160000.0,15650000.0,2023-07-25,standard,equity,brics,large_cap
1506,1506,GMAR,,0.85,130070000.0,,FT Cboe Vest U.S. Equity Moderate Buffer ETF - March,,,,,,,,True,,,,,Equity: U.S.  -  Large Cap,1.88,5.48,,,,,,-800000.0,12230000.0,121950000.0,121950000.0,121950000.0,2023-07-25,standard,equity,us,large_cap
1507,1507,FLRT,11.49,0.61,130040000.0,,Pacer Pacific Asset Floating Rate High Income ETF,,,,,,,,True,C,78.0,66.0,,"Fixed Income: U.S. - Corporate, Broad-based High Yield Floating Rate",2.15,3.61,8.11,11.49,4.3,3.55,,25980000.0,29630000.0,50660000.0,59080000.0,103530000.0,2023-07-25,standard,fixed_income,us,corporate
1508,1508,GMAY,,0.85,129660000.0,,FT Cboe Vest U.S. Equity Moderate Buffer ETF - May,,,,,,,,True,,,,,Equity: U.S.  -  Large Cap,2.43,,,,,,,2340000.0,124070000.0,124070000.0,124070000.0,124070000.0,2023-07-25,standard,equity,us,large_cap
1509,1509,MFUS,10.64,0.29,129540000.0,2.53,PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF,A,6.54,53.13,26.82,119.64,,6.57,True,B,90.0,60.0,65.0,Equity: U.S.  -  Total Market,5.56,6.45,6.79,10.64,14.04,9.08,,,20000.0,7920000.0,22480000.0,81580000.0,2023-07-25,standard,equity,us,total_market
1510,1510,FBCV,7.71,0.59,129540000.0,,Fidelity Blue Chip Value ETF,A,6.32,46.83,11.78,272.82,,17.92,True,,82.0,,,Equity: Global  - Large Cap Value,5.86,4.73,3.55,7.71,14.93,,,-1360000.0,-9590000.0,-11590000.0,11450000.0,106710000.0,2023-07-25,standard,equity,global,large_cap
